,texto,tokens,texto_preprocesado,bigramas_spacy,texto_lematizado,polaridad
66,aquí estoy con la cabeza en alto y el corazón encendido a punto de alcanzar este sueñovamos unidos por la esperanza vamos unidos por jalisco vamos unidos por méxico,"['cabeza', 'alto', 'corazón', 'encendido', 'punto', 'alcanzar', 'sueñovamos', 'unidos', 'esperanza', 'vamos', 'unidos', 'jalisco', 'vamos', 'unidos', 'méxico']","['cabeza', 'alto', 'corazón', 'encendido', 'punto', 'alcanzar', 'sueñoir', 'unir', 'esperanza', 'unido', 'jalisco', 'unido', 'méxico']","[('aquí', 'estoy'), ('estoy', 'con'), ('con', 'la'), ('la', 'cabeza'), ('cabeza', 'en'), ('en', 'alto'), ('alto', 'y'), ('y', 'el'), ('el', 'corazón'), ('corazón', 'encendido'), ('encendido', 'a'), ('a', 'punto'), ('punto', 'de'), ('de', 'alcanzar'), ('alcanzar', 'este'), ('este', 'sueñovamos'), ('sueñovamos', 'unidos'), ('unidos', 'por'), ('por', 'la'), ('la', 'esperanza'), ('esperanza', 'vamos'), ('vamos', 'unidos'), ('unidos', 'por'), ('por', 'jalisco'), ('jalisco', 'vamos'), ('vamos', 'unidos'), ('unidos', 'por'), ('por', 'méxico')]",aquí estar con el cabeza en alto y el corazón encendido a punto de alcanzar este sueñoir unir por el esperanza ir unido por jalisco ir unido por méxico,0.021124344896544685
69,hoy estamos ante un proyecto que arrancamos hace 19 años que ha soportado innumerables ataques y descalificaciones pero nada nos ha detenido y aquí estoy con la cabeza en alto y el corazón encendido a punto de alcanzar el sueño la esperanza es lo que nos ha mantenido en todos estos años luchando trabajando y construyendo este gran movimiento de transformación que hoy exigen las y los jaliscienses estamos preparados estamos listos y estamos deseosos de arrancar porque jalisco nos está llamando hoy les anuncio que me he registrado para ser el coordinador de la defensa de la cuarta transformación en jalisco,"['proyecto', 'arrancamos', 'hace', 'años', 'soportado', 'innumerables', 'ataques', 'descalificaciones', 'detenido', 'cabeza', 'alto', 'corazón', 'encendido', 'punto', 'alcanzar', 'sueño', 'esperanza', 'mantenido', 'años', 'luchando', 'trabajando', 'construyendo', 'gran', 'movimiento', 'transformación', 'exigen', 'jaliscienses', 'preparados', 'listos', 'deseosos', 'arrancar', 'jalisco', 'llamando', 'anuncio', 'registrado', 'coordinador', 'defensa', 'cuarta', 'transformación', 'jalisco']","['proyecto', 'arrancar', 'año', 'soportar', 'innumerable', 'ataque', 'descalificación', 'detener', 'cabeza', 'alto', 'corazón', 'encendido', 'punto', 'alcanzar', 'sueño', 'esperanza', 'mantener', 'año', 'luchar', 'trabajar', 'construir', 'movimiento', 'transformación', 'exigir', 'jalisciens', 'preparado', 'listo', 'deseoso', 'arrancar', 'jalisco', 'llamar', 'anunciar', 'registrar', 'coordinador', 'defensa', 'cuarto', 'transformación', 'jalisco']","[('hoy', 'estamos'), ('estamos', 'ante'), ('ante', 'un'), ('un', 'proyecto'), ('proyecto', 'que'), ('que', 'arrancamos'), ('arrancamos', 'hace'), ('hace', '19'), ('19', 'años'), ('años', 'que'), ('que', 'ha'), ('ha', 'soportado'), ('soportado', 'innumerables'), ('innumerables', 'ataques'), ('ataques', 'y'), ('y', 'descalificaciones'), ('descalificaciones', 'pero'), ('pero', 'nada'), ('nada', 'nos'), ('nos', 'ha'), ('ha', 'detenido'), ('detenido', 'y'), ('y', 'aquí'), ('aquí', 'estoy'), ('estoy', 'con'), ('con', 'la'), ('la', 'cabeza'), ('cabeza', 'en'), ('en', 'alto'), ('alto', 'y'), ('y', 'el'), ('el', 'corazón'), ('corazón', 'encendido'), ('encendido', 'a'), ('a', 'punto'), ('punto', 'de'), ('de', 'alcanzar'), ('alcanzar', 'el'), ('el', 'sueño'), ('sueño', 'la'), ('la', 'esperanza'), ('esperanza', 'es'), ('es', 'lo'), ('lo', 'que'), ('que', 'nos'), ('nos', 'ha'), ('ha', 'mantenido'), ('mantenido', 'en'), ('en', 'todos'), ('todos', 'estos'), ('estos', 'años'), ('años', 'luchando'), ('luchando', 'trabajando'), ('trabajando', 'y'), ('y', 'construyendo'), ('construyendo', 'este'), ('este', 'gran'), ('gran', 'movimiento'), ('movimiento', 'de'), ('de', 'transformación'), ('transformación', 'que'), ('que', 'hoy'), ('hoy', 'exigen'), ('exigen', 'las'), ('las', 'y'), ('y', 'los'), ('los', 'jaliscienses'), ('jaliscienses', 'estamos'), ('estamos', 'preparados'), ('preparados', 'estamos'), ('estamos', 'listos'), ('listos', 'y'), ('y', 'estamos'), ('estamos', 'deseosos'), ('deseosos', 'de'), ('de', 'arrancar'), ('arrancar', 'porque'), ('porque', 'jalisco'), ('jalisco', 'nos'), ('nos', 'está'), ('está', 'llamando'), ('llamando', 'hoy'), ('hoy', 'les'), ('les', 'anuncio'), ('anuncio', 'que'), ('que', 'me'), ('me', 'he'), ('he', 'registrado'), ('registrado', 'para'), ('para', 'ser'), ('ser', 'el'), ('el', 'coordinador'), ('coordinador', 'de'), ('de', 'la'), ('la', 'defensa'), ('defensa', 'de'), ('de', 'la'), ('la', 'cuarta'), ('cuarta', 'transformación'), ('transformación', 'en'), ('en', 'jalisco')]",hoy estar ante uno proyecto que arrancar hacer 19 año que haber soportar innumerable ataque y descalificación pero nada yo haber detener y aquí estar con el cabeza en alto y el corazón encendido a punto de alcanzar el sueño el esperanza ser él que yo haber mantener en todo este año luchar trabajar y construir este gran movimiento de transformación que hoy exigir el y el jalisciens estar preparado estar listo y estar deseoso de arrancar porque jalisco yo estar llamar hoy él anunciar que yo haber registrar para ser el coordinador de el defensa de el cuarto transformación en jalisco,3.102890261091425e-17
72,la honestidad es la mejor virtud que podemos heredar a nuestras hijas e hijos la verdad nos hará libres,"['honestidad', 'mejor', 'virtud', 'podemos', 'heredar', 'hijas', 'hijos', 'verdad', 'hará', 'libres']","['honestidad', 'virtud', 'heredar', 'hija', 'hijo', 'hacer', 'libre']","[('la', 'honestidad'), ('honestidad', 'es'), ('es', 'la'), ('la', 'mejor'), ('mejor', 'virtud'), ('virtud', 'que'), ('que', 'podemos'), ('podemos', 'heredar'), ('heredar', 'a'), ('a', 'nuestras'), ('nuestras', 'hijas'), ('hijas', 'e'), ('e', 'hijos'), ('hijos', 'la'), ('la', 'verdad'), ('verdad', 'nos'), ('nos', 'hará'), ('hará', 'libres')]",el honestidad ser el mejor virtud que poder heredar a nuestro hija e hijo el verdad yo hacer libre,0.09107136851541077
75,guadalajara es el alma de jalisco y el corazón de méxico el centro de una zona metropolitana con mucho potencial pero también con muchos problemas y desigualdadesrecuperemos el orgullo que nos da ser de la perla de occidente,"['guadalajara', 'alma', 'jalisco', 'corazón', 'méxico', 'centro', 'zona', 'metropolitana', 'potencial', 'problemas', 'desigualdadesrecuperemos', 'orgullo', 'perla', 'occidente']","['guadalajara', 'alma', 'jalisco', 'corazón', 'méxico', 'centro', 'zona', 'metropolitano', 'potencial', 'problema', 'desigualdadesrecuperer', 'orgullo', 'perla', 'occidente']","[('guadalajara', 'es'), ('es', 'el'), ('el', 'alma'), ('alma', 'de'), ('de', 'jalisco'), ('jalisco', 'y'), ('y', 'el'), ('el', 'corazón'), ('corazón', 'de'), ('de', 'méxico'), ('méxico', 'el'), ('el', 'centro'), ('centro', 'de'), ('de', 'una'), ('una', 'zona'), ('zona', 'metropolitana'), ('metropolitana', 'con'), ('con', 'mucho'), ('mucho', 'potencial'), ('potencial', 'pero'), ('pero', 'también'), ('también', 'con'), ('con', 'muchos'), ('muchos', 'problemas'), ('problemas', 'y'), ('y', 'desigualdadesrecuperemos'), ('desigualdadesrecuperemos', 'el'), ('el', 'orgullo'), ('orgullo', 'que'), ('que', 'nos'), ('nos', 'da'), ('da', 'ser'), ('ser', 'de'), ('de', 'la'), ('la', 'perla'), ('perla', 'de'), ('de', 'occidente')]",guadalajara ser el alma de jalisco y el corazón de méxico el centro de uno zona metropolitano con mucho potencial pero también con mucho problema y desigualdadesrecuperer el orgullo que yo dar ser de el perla de occidente,0.9999999982855172
78,cuando se trata de defender a jalisco no hay vuelta atrás siempre estaré aquí firme y sin titubeos dispuesto a enfrentar a los malos gobiernos naranjas juntos construiremos un jalisco mejor,"['trata', 'defender', 'jalisco', 'vuelta', 'atrás', 'siempre', 'firme', 'titubeos', 'dispuesto', 'enfrentar', 'malos', 'gobiernos', 'naranjas', 'juntos', 'construiremos', 'jalisco', 'mejor']","['defender', 'jalisco', 'vuelta', 'atrás', 'estar', 'firme', 'titubeo', 'dispuesto', 'enfrentar', 'malo', 'gobierno', 'naranja', 'junto', 'construirer', 'jalisco']","[('cuando', 'se'), ('se', 'trata'), ('trata', 'de'), ('de', 'defender'), ('defender', 'a'), ('a', 'jalisco'), ('jalisco', 'no'), ('no', 'hay'), ('hay', 'vuelta'), ('vuelta', 'atrás'), ('atrás', 'siempre'), ('siempre', 'estaré'), ('estaré', 'aquí'), ('aquí', 'firme'), ('firme', 'y'), ('y', 'sin'), ('sin', 'titubeos'), ('titubeos', 'dispuesto'), ('dispuesto', 'a'), ('a', 'enfrentar'), ('enfrentar', 'a'), ('a', 'los'), ('los', 'malos'), ('malos', 'gobiernos'), ('gobiernos', 'naranjas'), ('naranjas', 'juntos'), ('juntos', 'construiremos'), ('construiremos', 'un'), ('un', 'jalisco'), ('jalisco', 'mejor')]",cuando él tratar de defender a jalisco no haber vuelta atrás siempre estar aquí firme y sin titubeo dispuesto a enfrentar a el malo gobierno naranja junto construirer uno jalisco mejor,7.343246699643303e-05
81,solamente sumando esfuerzos se puede lograr el objetivo de transformar jaliscome siento muy agradecido con el gran recibimiento y las muestras de apoyo que nos hicieron vecinas y vecinos del parque del refugio la gente pide un cambio se ve y se siente,"['solamente', 'sumando', 'esfuerzos', 'puede', 'lograr', 'objetivo', 'transformar', 'jaliscome', 'siento', 'agradecido', 'gran', 'recibimiento', 'muestras', 'apoyo', 'hicieron', 'vecinas', 'vecinos', 'parque', 'refugio', 'gente', 'pide', 'cambio']","['sumar', 'esfuerzo', 'lograr', 'objetivo', 'transformar', 'jaliscome', 'sentir', 'agradecido', 'recibimiento', 'muestra', 'apoyo', 'vecina', 'vecino', 'parque', 'refugio', 'gente', 'pedir', 'cambio', 'ver', 'sentir']","[('solamente', 'sumando'), ('sumando', 'esfuerzos'), ('esfuerzos', 'se'), ('se', 'puede'), ('puede', 'lograr'), ('lograr', 'el'), ('el', 'objetivo'), ('objetivo', 'de'), ('de', 'transformar'), ('transformar', 'jaliscome'), ('jaliscome', 'siento'), ('siento', 'muy'), ('muy', 'agradecido'), ('agradecido', 'con'), ('con', 'el'), ('el', 'gran'), ('gran', 'recibimiento'), ('recibimiento', 'y'), ('y', 'las'), ('las', 'muestras'), ('muestras', 'de'), ('de', 'apoyo'), ('apoyo', 'que'), ('que', 'nos'), ('nos', 'hicieron'), ('hicieron', 'vecinas'), ('vecinas', 'y'), ('y', 'vecinos'), ('vecinos', 'del'), ('del', 'parque'), ('parque', 'del'), ('del', 'refugio'), ('refugio', 'la'), ('la', 'gente'), ('gente', 'pide'), ('pide', 'un'), ('un', 'cambio'), ('cambio', 'se'), ('se', 've'), ('ve', 'y'), ('y', 'se'), ('se', 'siente')]",solamente sumar esfuerzo él poder lograr el objetivo de transformar jaliscome sentir mucho agradecido con el gran recibimiento y el muestra de apoyo que yo hacer vecina y vecino del parque del refugio el gente pedir uno cambio él ver y él sentir,0.3485666892277213
84,esta transformación está avanzando en todo el país y ya nadie la detiene es el momento de que se escuche la voz de jalisco y de quienes queremos un estado de bienestar tranquilidad y prosperidaden 2024 nuestro destino está en nuestras manos,"['transformación', 'avanzando', 'país', 'nadie', 'detiene', 'momento', 'escuche', 'voz', 'jalisco', 'queremos', 'bienestar', 'tranquilidad', 'prosperidaden', 'destino', 'manos']","['transformación', 'avanzar', 'país', 'detener', 'momento', 'escuchir', 'voz', 'jalisco', 'bienestar', 'tranquilidad', 'prosperidadir', 'destino', 'mano']","[('esta', 'transformación'), ('transformación', 'está'), ('está', 'avanzando'), ('avanzando', 'en'), ('en', 'todo'), ('todo', 'el'), ('el', 'país'), ('país', 'y'), ('y', 'ya'), ('ya', 'nadie'), ('nadie', 'la'), ('la', 'detiene'), ('detiene', 'es'), ('es', 'el'), ('el', 'momento'), ('momento', 'de'), ('de', 'que'), ('que', 'se'), ('se', 'escuche'), ('escuche', 'la'), ('la', 'voz'), ('voz', 'de'), ('de', 'jalisco'), ('jalisco', 'y'), ('y', 'de'), ('de', 'quienes'), ('quienes', 'queremos'), ('queremos', 'un'), ('un', 'estado'), ('estado', 'de'), ('de', 'bienestar'), ('bienestar', 'tranquilidad'), ('tranquilidad', 'y'), ('y', 'prosperidaden'), ('prosperidaden', '2024'), ('2024', 'nuestro'), ('nuestro', 'destino'), ('destino', 'está'), ('está', 'en'), ('en', 'nuestras'), ('nuestras', 'manos')]",este transformación estar avanzar en todo el país y ya nadie él detener ser el momento de que él escuchir el voz de jalisco y de quien querer uno estado de bienestar tranquilidad y prosperidadir 2024 nuestro destino estar en nuestro mano,0.004044120206721885
87,con tu mano y con mi mano juntos podemos construir el jalisco que nos merecemosvamos adelante,"['mano', 'mano', 'juntos', 'podemos', 'construir', 'jalisco', 'merecemosvamos', 'adelante']","['mano', 'mano', 'junto', 'construir', 'jalisco', 'merecemosir']","[('con', 'tu'), ('tu', 'mano'), ('mano', 'y'), ('y', 'con'), ('con', 'mi'), ('mi', 'mano'), ('mano', 'juntos'), ('juntos', 'podemos'), ('podemos', 'construir'), ('construir', 'el'), ('el', 'jalisco'), ('jalisco', 'que'), ('que', 'nos'), ('nos', 'merecemosvamos'), ('merecemosvamos', 'adelante')]",con tu mano y con mi mano junto poder construir el jalisco que yo merecemosir adelante,0.004072676757459021
90,el día de hoy tuve la oportunidad de acompañar a mi amigo  en su segundo informe como presidente municipal de puerto vallarta desde el inicio de su administración el profe ha demostrado su compromiso con la gente al poner al centro de su gobierno los principios que definen a la cuarta transformación enhorabuena profe,"['oportunidad', 'acompañar', 'amigo', 'segundo', 'informe', 'presidente', 'municipal', 'puerto', 'vallarta', 'inicio', 'administración', 'profe', 'demostrado', 'compromiso', 'gente', 'poner', 'centro', 'gobierno', 'principios', 'definen', 'cuarta', 'transformación', 'enhorabuena', 'profe']","['tener', 'oportunidad', 'acompañar', 'amigo', 'informe', 'presidente', 'municipal', 'puerto', 'vallarta', 'inicio', 'administración', 'profe', 'demostrar', 'compromiso', 'gente', 'centro', 'gobierno', 'principio', 'definir', 'cuarto', 'transformación', 'enhorabuena', 'profe']","[('el', 'día'), ('día', 'de'), ('de', 'hoy'), ('hoy', 'tuve'), ('tuve', 'la'), ('la', 'oportunidad'), ('oportunidad', 'de'), ('de', 'acompañar'), ('acompañar', 'a'), ('a', 'mi'), ('mi', 'amigo'), ('amigo', ' '), (' ', 'en'), ('en', 'su'), ('su', 'segundo'), ('segundo', 'informe'), ('informe', 'como'), ('como', 'presidente'), ('presidente', 'municipal'), ('municipal', 'de'), ('de', 'puerto'), ('puerto', 'vallarta'), ('vallarta', 'desde'), ('desde', 'el'), ('el', 'inicio'), ('inicio', 'de'), ('de', 'su'), ('su', 'administración'), ('administración', 'el'), ('el', 'profe'), ('profe', 'ha'), ('ha', 'demostrado'), ('demostrado', 'su'), ('su', 'compromiso'), ('compromiso', 'con'), ('con', 'la'), ('la', 'gente'), ('gente', 'al'), ('al', 'poner'), ('poner', 'al'), ('al', 'centro'), ('centro', 'de'), ('de', 'su'), ('su', 'gobierno'), ('gobierno', 'los'), ('los', 'principios'), ('principios', 'que'), ('que', 'definen'), ('definen', 'a'), ('a', 'la'), ('la', 'cuarta'), ('cuarta', 'transformación'), ('transformación', 'enhorabuena'), ('enhorabuena', 'profe')]",el día de hoy tener el oportunidad de acompañar a mi amigo   en su segundo informe como presidente municipal de puerto vallarta desde el inicio de su administración el profe haber demostrar su compromiso con el gente al poner al centro de su gobierno el principio que definir a el cuarto transformación enhorabuena profe,6.0059730335934174e-05
93,los lonches del mercado corona son una joya culinaria en guadalajara ya los probaste les prometo que les van a encantar,"['lonches', 'mercado', 'corona', 'joya', 'culinaria', 'guadalajara', 'probaste', 'prometo', 'encantar']","['lonch', 'mercado', 'corona', 'joya', 'culinario', 'guadalajara', 'probaste', 'prometer', 'encantar']","[('los', 'lonches'), ('lonches', 'del'), ('del', 'mercado'), ('mercado', 'corona'), ('corona', 'son'), ('son', 'una'), ('una', 'joya'), ('joya', 'culinaria'), ('culinaria', 'en'), ('en', 'guadalajara'), ('guadalajara', 'ya'), ('ya', 'los'), ('los', 'probaste'), ('probaste', 'les'), ('les', 'prometo'), ('prometo', 'que'), ('que', 'les'), ('les', 'van'), ('van', 'a'), ('a', 'encantar')]",el lonch del mercado corona ser uno joya culinario en guadalajara ya el probaste él prometer que él ir a encantar,0.006640823598205202
96,nos merecemos un gobierno que sí pueda cumplir su palabrales comparto esta reflexión,"['merecemos', 'gobierno', 'pueda', 'cumplir', 'palabrales', 'comparto', 'reflexión']","['merec', 'gobierno', 'cumplir', 'palabral', 'compartir', 'reflexión']","[('nos', 'merecemos'), ('merecemos', 'un'), ('un', 'gobierno'), ('gobierno', 'que'), ('que', 'sí'), ('sí', 'pueda'), ('pueda', 'cumplir'), ('cumplir', 'su'), ('su', 'palabrales'), ('palabrales', 'comparto'), ('comparto', 'esta'), ('esta', 'reflexión')]",yo merec uno gobierno que sí poder cumplir su palabral compartir este reflexión,0.04186673586504293
99,siempre he luchado y trabajado por mis sueños pero no lo he hecho solo he estado acompañado de grandes personas que me han ayudado a conseguirlosles comparto la segunda parte del  con mi amigo el dr óscar lomelí,"['siempre', 'luchado', 'trabajado', 'sueños', 'hecho', 'acompañado', 'grandes', 'personas', 'ayudado', 'conseguirlosles', 'comparto', 'segunda', 'parte', 'amigo', 'dr', 'óscar', 'lomelí']","['luchar', 'trabajado', 'sueño', 'acompañado', 'persona', 'ayudar', 'conseguirlosl', 'compartir', 'amigo', 'dr', 'óscar', 'lomelí']","[('siempre', 'he'), ('he', 'luchado'), ('luchado', 'y'), ('y', 'trabajado'), ('trabajado', 'por'), ('por', 'mis'), ('mis', 'sueños'), ('sueños', 'pero'), ('pero', 'no'), ('no', 'lo'), ('lo', 'he'), ('he', 'hecho'), ('hecho', 'solo'), ('solo', 'he'), ('he', 'estado'), ('estado', 'acompañado'), ('acompañado', 'de'), ('de', 'grandes'), ('grandes', 'personas'), ('personas', 'que'), ('que', 'me'), ('me', 'han'), ('han', 'ayudado'), ('ayudado', 'a'), ('a', 'conseguirlosles'), ('conseguirlosles', 'comparto'), ('comparto', 'la'), ('la', 'segunda'), ('segunda', 'parte'), ('parte', 'del'), ('del', ' '), (' ', 'con'), ('con', 'mi'), ('mi', 'amigo'), ('amigo', 'el'), ('el', 'dr'), ('dr', 'óscar'), ('óscar', 'lomelí')]",siempre haber luchar y trabajado por mi sueño pero no él haber hacer solo haber estar acompañado de grande persona que yo haber ayudar a conseguirlosl compartir el segundo parte del   con mi amigo el dr óscar lomelí,4.134018379693563e-09
102,esta mañana participé en la tercera sesión ordinaria del consejo nacional morena donde se entregó la constancia que acredita a mi amiga  como la coordinadora de los comités de defensa de la 4ten ese contexto claudia nos instó a establecer comités de defensa en todo el país para lograr la unidad y promover los logros del gobierno del presidente  en  tenemos un arduo trabajo por delante y continuaremos construyendo un mejor futuro para el país,"['mañana', 'participé', 'tercera', 'sesión', 'ordinaria', 'consejo', 'nacional', 'morena', 'entregó', 'constancia', 'acredita', 'amiga', 'coordinadora', 'comités', 'defensa', 'contexto', 'claudia', 'instó', 'establecer', 'comités', 'defensa', 'país', 'lograr', 'unidad', 'promover', 'logros', 'gobierno', 'presidente', 'arduo', 'trabajo', 'delante', 'continuaremos', 'construyendo', 'mejor', 'futuro', 'país']","['mañana', 'participé', 'sesión', 'ordinario', 'consejo', 'nacional', 'morén', 'entregar', 'constancia', 'acreditir', 'amiga', 'coordinadora', 'comités', 'defensa', 'contexto', 'claudia', 'instar', 'establecer', 'comités', 'defensa', 'país', 'lograr', 'unidad', 'promover', 'logro', 'gobierno', 'presidente', 'arduo', 'trabajo', 'continuaremos', 'construir', 'futuro', 'país']","[('esta', 'mañana'), ('mañana', 'participé'), ('participé', 'en'), ('en', 'la'), ('la', 'tercera'), ('tercera', 'sesión'), ('sesión', 'ordinaria'), ('ordinaria', 'del'), ('del', 'consejo'), ('consejo', 'nacional'), ('nacional', 'morena'), ('morena', 'donde'), ('donde', 'se'), ('se', 'entregó'), ('entregó', 'la'), ('la', 'constancia'), ('constancia', 'que'), ('que', 'acredita'), ('acredita', 'a'), ('a', 'mi'), ('mi', 'amiga'), ('amiga', ' '), (' ', 'como'), ('como', 'la'), ('la', 'coordinadora'), ('coordinadora', 'de'), ('de', 'los'), ('los', 'comités'), ('comités', 'de'), ('de', 'defensa'), ('defensa', 'de'), ('de', 'la'), ('la', '4ten'), ('4ten', 'ese'), ('ese', 'contexto'), ('contexto', 'claudia'), ('claudia', 'nos'), ('nos', 'instó'), ('instó', 'a'), ('a', 'establecer'), ('establecer', 'comités'), ('comités', 'de'), ('de', 'defensa'), ('defensa', 'en'), ('en', 'todo'), ('todo', 'el'), ('el', 'país'), ('país', 'para'), ('para', 'lograr'), ('lograr', 'la'), ('la', 'unidad'), ('unidad', 'y'), ('y', 'promover'), ('promover', 'los'), ('los', 'logros'), ('logros', 'del'), ('del', 'gobierno'), ('gobierno', 'del'), ('del', 'presidente'), ('presidente', ' '), (' ', 'en'), ('en', ' '), (' ', 'tenemos'), ('tenemos', 'un'), ('un', 'arduo'), ('arduo', 'trabajo'), ('trabajo', 'por'), ('por', 'delante'), ('delante', 'y'), ('y', 'continuaremos'), ('continuaremos', 'construyendo'), ('construyendo', 'un'), ('un', 'mejor'), ('mejor', 'futuro'), ('futuro', 'para'), ('para', 'el'), ('el', 'país')]",este mañana participé en el tercero sesión ordinario del consejo nacional morén donde él entregar el constancia que acreditir a mi amiga   como el coordinadora de el comités de defensa de él 4ten ese contexto claudia yo instar a establecer comités de defensa en todo el país para lograr el unidad y promover el logro del gobierno del presidente   en   tener uno arduo trabajo por delante y continuaremos construir uno mejor futuro para el país,3.054072015186557e-05
105,listo para acompañar a nuestra compañera  en el consejo nacional de morena,"['listo', 'acompañar', 'compañera', 'consejo', 'nacional', 'morena']","['listo', 'acompañar', 'compañera', 'consejo', 'nacional', 'morena']","[('listo', 'para'), ('para', 'acompañar'), ('acompañar', 'a'), ('a', 'nuestra'), ('nuestra', 'compañera'), ('compañera', ' '), (' ', 'en'), ('en', 'el'), ('el', 'consejo'), ('consejo', 'nacional'), ('nacional', 'de'), ('de', 'morena')]",listo para acompañar a nuestro compañera   en el consejo nacional de morena,0.2103488274619318
109,hoy conmemoramos el natalicio de francisco i madero una verdadera inspiración para nuestro movimiento su legado nos trajo mejoras en la atención médica educación y derechos laborales promovió la libertad de prensa y la participación democrática en la política sigamos su ejemplo y defendamos esos ideales para tener un méxico más justo y libre para todas y todos,"['conmemoramos', 'natalicio', 'francisco', 'i', 'madero', 'verdadera', 'inspiración', 'movimiento', 'legado', 'trajo', 'mejoras', 'atención', 'médica', 'educación', 'derechos', 'laborales', 'promovió', 'libertad', 'prensa', 'participación', 'democrática', 'política', 'sigamos', 'ejemplo', 'defendamos', 'ideales', 'tener', 'méxico', 'justo', 'libre', 'todas']","['conmemorar', 'natalicio', 'francisco', 'i', 'madero', 'inspiración', 'movimiento', 'legado', 'traer', 'mejora', 'atención', 'médico', 'educación', 'derecho', 'laboral', 'promover', 'libertad', 'prensa', 'participación', 'democrático', 'política', 'sigar', 'ejemplo', 'defendar', 'ideal', 'méxico', 'justo', 'libre']","[('hoy', 'conmemoramos'), ('conmemoramos', 'el'), ('el', 'natalicio'), ('natalicio', 'de'), ('de', 'francisco'), ('francisco', 'i'), ('i', 'madero'), ('madero', 'una'), ('una', 'verdadera'), ('verdadera', 'inspiración'), ('inspiración', 'para'), ('para', 'nuestro'), ('nuestro', 'movimiento'), ('movimiento', 'su'), ('su', 'legado'), ('legado', 'nos'), ('nos', 'trajo'), ('trajo', 'mejoras'), ('mejoras', 'en'), ('en', 'la'), ('la', 'atención'), ('atención', 'médica'), ('médica', 'educación'), ('educación', 'y'), ('y', 'derechos'), ('derechos', 'laborales'), ('laborales', 'promovió'), ('promovió', 'la'), ('la', 'libertad'), ('libertad', 'de'), ('de', 'prensa'), ('prensa', 'y'), ('y', 'la'), ('la', 'participación'), ('participación', 'democrática'), ('democrática', 'en'), ('en', 'la'), ('la', 'política'), ('política', 'sigamos'), ('sigamos', 'su'), ('su', 'ejemplo'), ('ejemplo', 'y'), ('y', 'defendamos'), ('defendamos', 'esos'), ('esos', 'ideales'), ('ideales', 'para'), ('para', 'tener'), ('tener', 'un'), ('un', 'méxico'), ('méxico', 'más'), ('más', 'justo'), ('justo', 'y'), ('y', 'libre'), ('libre', 'para'), ('para', 'todas'), ('todas', 'y'), ('y', 'todos')]",hoy conmemorar el natalicio de francisco i madero uno verdadero inspiración para nuestro movimiento su legado yo traer mejora en el atención médico educación y derecho laboral promover el libertad de prensa y el participación democrático en el política sigar su ejemplo y defendar ese ideal para tener uno méxico más justo y libre para todo y todo,0.00012461685387898098
113,en todos estos años he tenido el privilegio de recorrer cada rincón de jalisco de conocer a su gente sus sueños y sus desafíos gracias al esfuerzo y compromiso que hemos tenido nos hemos ganado el cariño y la amistad de personas maravillosas gracias por su confianza,"['años', 'privilegio', 'recorrer', 'cada', 'rincón', 'jalisco', 'conocer', 'gente', 'sueños', 'desafíos', 'gracias', 'esfuerzo', 'compromiso', 'ganado', 'cariño', 'amistad', 'personas', 'maravillosas', 'gracias', 'confianza']","['año', 'privilegio', 'recorrer', 'rincón', 'jalisco', 'gente', 'sueño', 'desafío', 'gracias', 'esfuerzo', 'compromiso', 'ganar', 'cariño', 'amistad', 'persona', 'maravilloso', 'gracia', 'confianza']","[('en', 'todos'), ('todos', 'estos'), ('estos', 'años'), ('años', 'he'), ('he', 'tenido'), ('tenido', 'el'), ('el', 'privilegio'), ('privilegio', 'de'), ('de', 'recorrer'), ('recorrer', 'cada'), ('cada', 'rincón'), ('rincón', 'de'), ('de', 'jalisco'), ('jalisco', 'de'), ('de', 'conocer'), ('conocer', 'a'), ('a', 'su'), ('su', 'gente'), ('gente', 'sus'), ('sus', 'sueños'), ('sueños', 'y'), ('y', 'sus'), ('sus', 'desafíos'), ('desafíos', 'gracias'), ('gracias', 'al'), ('al', 'esfuerzo'), ('esfuerzo', 'y'), ('y', 'compromiso'), ('compromiso', 'que'), ('que', 'hemos'), ('hemos', 'tenido'), ('tenido', 'nos'), ('nos', 'hemos'), ('hemos', 'ganado'), ('ganado', 'el'), ('el', 'cariño'), ('cariño', 'y'), ('y', 'la'), ('la', 'amistad'), ('amistad', 'de'), ('de', 'personas'), ('personas', 'maravillosas'), ('maravillosas', 'gracias'), ('gracias', 'por'), ('por', 'su'), ('su', 'confianza')]",en todo este año haber tener el privilegio de recorrer cada rincón de jalisco de conocer a su gente su sueño y su desafío gracias al esfuerzo y compromiso que haber tener yo haber ganar el cariño y el amistad de persona maravilloso gracia por su confianza,3.275897382978101e-08
