,texto,tokens
191,"es correcto ,y a unas calles del call center en donde desaparecieron los empleados del mismo,pasa en todas partes del área metropolitana ,ya nadie estamos a salvo.","['es', 'correcto', 'y', 'a', 'unas', 'calles', 'del', 'call', 'center', 'en', 'donde', 'desaparecieron', 'los', 'empleados', 'del', 'mismo', 'pasa', 'en', 'todas', 'partes', 'del', 'área', 'metropolitana', 'ya', 'nadie', 'estamos', 'a', 'salvo']"
192,te hablan,"['te', 'hablan']"
193,ayatole con el dedo,"['ayatole', 'con', 'el', 'dedo']"
194,3,['3']
195,más datos estadísticos para,"['más', 'datos', 'estadísticos', 'para']"
197,"hay marrano, tuvieras al menos congruencia ya que la dignidad ya la perdiste, si antes eran 10, ahora es una y vinculada al poder, tan vinculada que su dueño quiere ser gobernador de jalisco,  se llama","['hay', 'marrano', 'tuvieras', 'al', 'menos', 'congruencia', 'ya', 'que', 'la', 'dignidad', 'ya', 'la', 'perdiste', 'si', 'antes', 'eran', '10', 'ahora', 'es', 'una', 'y', 'vinculada', 'al', 'poder', 'tan', 'vinculada', 'que', 'su', 'dueño', 'quiere', 'ser', 'gobernador', 'de', 'jalisco', 'se', 'llama']"
198,más datos estadísticos para,"['más', 'datos', 'estadísticos', 'para']"
199,y siguen los morenacos de,"['y', 'siguen', 'los', 'morenacos', 'de']"
200,te hablan,"['te', 'hablan']"
201,"que se vea el apoyo de tu partido, de tus compañeros, dónde están?","['que', 'se', 'vea', 'el', 'apoyo', 'de', 'tu', 'partido', 'de', 'tus', 'compañeros', 'dónde', 'están']"
202,los inmortales ! av patria a una calle de donde levantaron a la presidenta municipal !,"['los', 'inmortales', 'av', 'patria', 'a', 'una', 'calle', 'de', 'donde', 'levantaron', 'a', 'la', 'presidenta', 'municipal']"
203,con todo doc,"['con', 'todo', 'doc']"
204,trabajo q se siente!!!,"['trabajo', 'q', 'se', 'siente']"
205,4,['4']
206,# regidora marta arizmendi,"['regidora', 'marta', 'arizmendi']"
208,"a don ventas de femtalino lo ponen arriba, se ve muy honesta la encuesta","['a', 'don', 'ventas', 'de', 'femtalino', 'lo', 'ponen', 'arriba', 'se', 've', 'muy', 'honesta', 'la', 'encuesta']"
209,no cabe duda que su desempeño cómo funcionario público es de aplaudirle por su buena atención a la ciudadanía,"['no', 'cabe', 'duda', 'que', 'su', 'desempeño', 'cómo', 'funcionario', 'público', 'es', 'de', 'aplaudirle', 'por', 'su', 'buena', 'atención', 'a', 'la', 'ciudadanía']"
210,9,['9']
211,todos en morena son asesinos,"['todos', 'en', 'morena', 'son', 'asesinos']"
213,los morenistas y obradoristas de jalisco estamos con usted doc! cuente con nosotros para sacar a los naranjas corruptos y ponerlos a rendir cuentas al pueblo de jalisco!,"['los', 'morenistas', 'y', 'obradoristas', 'de', 'jalisco', 'estamos', 'con', 'usted', 'doc', 'cuente', 'con', 'nosotros', 'para', 'sacar', 'a', 'los', 'naranjas', 'corruptos', 'y', 'ponerlos', 'a', 'rendir', 'cuentas', 'al', 'pueblo', 'de', 'jalisco']"
215,3,['3']
216,"y ayer en jardines universidad un comando armado mato a una persona en un restaurante wue tiene años y de mucha tradición, se escucharon rafas por aproximadamente 8 minutos y obvio no agarraron a nadie .","['y', 'ayer', 'en', 'jardines', 'universidad', 'un', 'comando', 'armado', 'mato', 'a', 'una', 'persona', 'en', 'un', 'restaurante', 'wue', 'tiene', 'años', 'y', 'de', 'mucha', 'tradición', 'se', 'escucharon', 'rafas', 'por', 'aproximadamente', '8', 'minutos', 'y', 'obvio', 'no', 'agarraron', 'a', 'nadie']"
217,y cual es mi película?,"['y', 'cual', 'es', 'mi', 'película']"
218,pues....,['pues']
219,ahí falta,"['ahí', 'falta']"
220,"""no ejtamos del lado de la violencia""","['no', 'ejtamos', 'del', 'lado', 'de', 'la', 'violencia']"
222,"el doc lomelí

nos relata la historia de un corrupto empresario farmacéutico que se ha hecho millonario a costa de la salud.

descubre como este magnate puede vender el paracetamol a sobreprecio y siempre salirse con la suya de la mano de morena.","['el', 'doc', 'lomelí', 'nos', 'relata', 'la', 'historia', 'de', 'un', 'corrupto', 'empresario', 'farmacéutico', 'que', 'se', 'ha', 'hecho', 'millonario', 'a', 'costa', 'de', 'la', 'salud', 'descubre', 'como', 'este', 'magnate', 'puede', 'vender', 'el', 'paracetamol', 'a', 'sobreprecio', 'y', 'siempre', 'salirse', 'con', 'la', 'suya', 'de', 'la', 'mano', 'de', 'morena']"
223,circula otra encuesta electoral rumbo al 2024. así la métrica que favorece a,"['circula', 'otra', 'encuesta', 'electoral', 'rumbo', 'al', '2024', 'así', 'la', 'métrica', 'que', 'favorece', 'a']"
224,6,['6']
225,terrible!,['terrible']
226,"y eso que tiene que ver pendej0, solo por qué ya pasó semanas atrás no se debe hablar del tema?","['y', 'eso', 'que', 'tiene', 'que', 'ver', 'pendej0', 'solo', 'por', 'qué', 'ya', 'pasó', 'semanas', 'atrás', 'no', 'se', 'debe', 'hablar', 'del', 'tema']"
227,"eres un narco, corrupto y cínico","['eres', 'un', 'narco', 'corrupto', 'y', 'cínico']"
228,no. seguro,"['no', 'seguro']"
229,8,['8']
230,"fue el 4 de octubre. borralo, dicen los chairos que ya no tiene importancia","['fue', 'el', '4', 'de', 'octubre', 'borralo', 'dicen', 'los', 'chairos', 'que', 'ya', 'no', 'tiene', 'importancia']"
231,¿nos vas a ir a darles abrazos?,"['nos', 'vas', 'a', 'ir', 'a', 'darles', 'abrazos']"
232,se debe hacer un llamado colectivo a organismos internacionales y autoridades extranjeras qué pongan fin a este conflicto.,"['se', 'debe', 'hacer', 'un', 'llamado', 'colectivo', 'a', 'organismos', 'internacionales', 'y', 'autoridades', 'extranjeras', 'qué', 'pongan', 'fin', 'a', 'este', 'conflicto']"
233,¿apenas te enteras? eso tiene tiene semanas que pasó,"['apenas', 'te', 'enteras', 'eso', 'tiene', 'tiene', 'semanas', 'que', 'pasó']"
234,2,['2']
235,siempre así será dr.! abrazo y bendiciones,"['siempre', 'así', 'será', 'dr', 'abrazo', 'y', 'bendiciones']"
236,aguas!!!!,['aguas']
237,gracias a quienes confían en mí: seguiré trabajando para estar a la altura de sus esperanzas. ¡juntas y juntos somos imparables!,"['gracias', 'a', 'quienes', 'confían', 'en', 'mí', 'seguiré', 'trabajando', 'para', 'estar', 'a', 'la', 'altura', 'de', 'sus', 'esperanzas', 'juntas', 'y', 'juntos', 'somos', 'imparables']"
238,"todo méxico es terreno del co, amlo pacto con estos para llegar a la presidencia","['todo', 'méxico', 'es', 'terreno', 'del', 'co', 'amlo', 'pacto', 'con', 'estos', 'para', 'llegar', 'a', 'la', 'presidencia']"
239,no solamente en jalisco....,"['no', 'solamente', 'en', 'jalisco']"
240,"por qué será? ya uno no puede ir a divertirse porque te vas a encontrar con uno de estos weyes y no vas a poder mirar a ningún lado porque se ponen violentos los perros, chale.. pero la culpa la tenemos nosotros, por darle poder al gobierno y el gobierno darle alas a esta basura.","['por', 'qué', 'será', 'ya', 'uno', 'no', 'puede', 'ir', 'a', 'divertirse', 'porque', 'te', 'vas', 'a', 'encontrar', 'con', 'uno', 'de', 'estos', 'weyes', 'y', 'no', 'vas', 'a', 'poder', 'mirar', 'a', 'ningún', 'lado', 'porque', 'se', 'ponen', 'violentos', 'los', 'perros', 'chale', 'pero', 'la', 'culpa', 'la', 'tenemos', 'nosotros', 'por', 'darle', 'poder', 'al', 'gobierno', 'y', 'el', 'gobierno', 'darle', 'alas', 'a', 'esta', 'basura']"
241,en todo méxico sales de fiesta y te puedes encontrar con esto,"['en', 'todo', 'méxico', 'sales', 'de', 'fiesta', 'y', 'te', 'puedes', 'encontrar', 'con', 'esto']"
242,hoy a las 9:00 en,"['hoy', 'a', 'las', '9', '00', 'en']"
243,| conoce la intención  de voto para,"['conoce', 'la', 'intención', 'de', 'voto', 'para']"
244,no creo!,"['no', 'creo']"
245,no entienden que lomeli no es opcióna menos que el objetivo sea perder.,"['no', 'entienden', 'que', 'lomeli', 'no', 'es', 'opcióna', 'menos', 'que', 'el', 'objetivo', 'sea', 'perder']"
246,2,['2']
247,"faltan claudia delgadillo y josé luis sánchez, también están compitiendo por lo mismo incluso lo firmaron en el vfg con claudia sheinbaum","['faltan', 'claudia', 'delgadillo', 'y', 'josé', 'luis', 'sánchez', 'también', 'están', 'compitiendo', 'por', 'lo', 'mismo', 'incluso', 'lo', 'firmaron', 'en', 'el', 'vfg', 'con', 'claudia', 'sheinbaum']"
249,qué asco.,"['qué', 'asco']"
250,la encuestadora,"['la', 'encuestadora']"
251,8,['8']
252,la encuestadora,"['la', 'encuestadora']"
253,es una amenaza o que? si no va hombre gana la fresa expriista y fraudulenta de la inmobiliaria ajp.,"['es', 'una', 'amenaza', 'o', 'que', 'si', 'no', 'va', 'hombre', 'gana', 'la', 'fresa', 'expriista', 'y', 'fraudulenta', 'de', 'la', 'inmobiliaria', 'ajp']"
254,cómo cree la ia que se veía,"['cómo', 'cree', 'la', 'ia', 'que', 'se', 'veía']"
255,"¿le duele el pecho? o por qué siempre sale con fotos así? o, ¿es un saludo masón ridículo para atraer a sus hermanitos?","['le', 'duele', 'el', 'pecho', 'o', 'por', 'qué', 'siempre', 'sale', 'con', 'fotos', 'así', 'o', 'es', 'un', 'saludo', 'masón', 'ridículo', 'para', 'atraer', 'a', 'sus', 'hermanitos']"
256,7,['7']
257,"¿y ese milagro que chambea?, ¿ya no dejó tanta lana la venta de fentanilo?","['y', 'ese', 'milagro', 'que', 'chambea', 'ya', 'no', 'dejó', 'tanta', 'lana', 'la', 'venta', 'de', 'fentanilo']"
258,"ta bien no hay pedo, de todas formas morena se la paso 6 años completitos comiendo riata en lugar de ser oposición del pelón. el pelón cuando estaba aristóteles todos los días sin falta cagaba el palo, de morena no hubo un solo muñeco que lo hiciera. se lo merecen por tibios.","['ta', 'bien', 'no', 'hay', 'pedo', 'de', 'todas', 'formas', 'morena', 'se', 'la', 'paso', '6', 'años', 'completitos', 'comiendo', 'riata', 'en', 'lugar', 'de', 'ser', 'oposición', 'del', 'pelón', 'el', 'pelón', 'cuando', 'estaba', 'aristóteles', 'todos', 'los', 'días', 'sin', 'falta', 'cagaba', 'el', 'palo', 'de', 'morena', 'no', 'hubo', 'un', 'solo', 'muñeco', 'que', 'lo', 'hiciera', 'se', 'lo', 'merecen', 'por', 'tibios']"
259,y si en jalisco toca mujer ???,"['y', 'si', 'en', 'jalisco', 'toca', 'mujer']"
260,buenas noticias para el,"['buenas', 'noticias', 'para', 'el']"
261,si lo quieres decir así ok pues eso es,"['si', 'lo', 'quieres', 'decir', 'así', 'ok', 'pues', 'eso', 'es']"
262,corrupto,['corrupto']
263,ratotaaa!!!,['ratotaaa']
264,qué bien para que vuelvan a perder jalisco,"['qué', 'bien', 'para', 'que', 'vuelvan', 'a', 'perder', 'jalisco']"
265,creo que a nadie le interesa.,"['creo', 'que', 'a', 'nadie', 'le', 'interesa']"
267,"no vendió el estado, el estado nunca lo han tenido. lo que vendieron fue la candidatura para alguien que a todas luces va a perder su 5ta elección consecutiva.","['no', 'vendió', 'el', 'estado', 'el', 'estado', 'nunca', 'lo', 'han', 'tenido', 'lo', 'que', 'vendieron', 'fue', 'la', 'candidatura', 'para', 'alguien', 'que', 'a', 'todas', 'luces', 'va', 'a', 'perder', 'su', '5ta', 'elección', 'consecutiva']"
268,1,['1']
269,no te burles.,"['no', 'te', 'burles']"
270,"esa encuesta está pagada para dar números para beneficiar al dr. pero lo que si es un hecho, que si queda, tendremos a movimiento ciudadano gobernando 6 años más, la gente no va votar por el.","['esa', 'encuesta', 'está', 'pagada', 'para', 'dar', 'números', 'para', 'beneficiar', 'al', 'dr', 'pero', 'lo', 'que', 'si', 'es', 'un', 'hecho', 'que', 'si', 'queda', 'tendremos', 'a', 'movimiento', 'ciudadano', 'gobernando', '6', 'años', 'más', 'la', 'gente', 'no', 'va', 'votar', 'por', 'el']"
271,ratotaaa,['ratotaaa']
272,"don amores ""la bestia"" pierde elecciones lomeli.","['don', 'amores', 'la', 'bestia', 'pierde', 'elecciones', 'lomeli']"
273,5,['5']
274,"va clara cárdenas galván, por honesta y la más fiel intérprete del movimiento y política obradorista.","['va', 'clara', 'cárdenas', 'galván', 'por', 'honesta', 'y', 'la', 'más', 'fiel', 'intérprete', 'del', 'movimiento', 'y', 'política', 'obradorista']"
275,la rata mayor,"['la', 'rata', 'mayor']"
276,jajajajajaj jajajajajaj la neta,"['jajajajajaj', 'jajajajajaj', 'la', 'neta']"
277,esas encuestas son más falsas que el chupacabras. ese lomeli es una rata,"['esas', 'encuestas', 'son', 'más', 'falsas', 'que', 'el', 'chupacabras', 'ese', 'lomeli', 'es', 'una', 'rata']"
278,7,['7']
279,lo,['lo']
280,no pues ya perdieron con lomelí. necesitan algo innovador y cercano a la gente de jalisco.,"['no', 'pues', 'ya', 'perdieron', 'con', 'lomelí', 'necesitan', 'algo', 'innovador', 'y', 'cercano', 'a', 'la', 'gente', 'de', 'jalisco']"
281,"doctor, las precampañas aún no empiezan. sería una lástima que el","['doctor', 'las', 'precampañas', 'aún', 'no', 'empiezan', 'sería', 'una', 'lástima', 'que', 'el']"
282,"no memes hiram, con villanueva y delgadillo en morena, así se ven morena y el pri","['no', 'memes', 'hiram', 'con', 'villanueva', 'y', 'delgadillo', 'en', 'morena', 'así', 'se', 'ven', 'morena', 'y', 'el', 'pri']"
283,"no memes hiram, con villanueva y delgadillo en morena, así se ven morena y el pri","['no', 'memes', 'hiram', 'con', 'villanueva', 'y', 'delgadillo', 'en', 'morena', 'así', 'se', 'ven', 'morena', 'y', 'el', 'pri']"
284,"para ser honestos es el que menos fama de rata tiene de entre los primeros 3,.aunque eso no significa que no sea peor que ratanueva o robatodillo.","['para', 'ser', 'honestos', 'es', 'el', 'que', 'menos', 'fama', 'de', 'rata', 'tiene', 'de', 'entre', 'los', 'primeros', '3', 'aunque', 'eso', 'no', 'significa', 'que', 'no', 'sea', 'peor', 'que', 'ratanueva', 'o', 'robatodillo']"
285,jajajajajajaja,['jajajajajajaja']
286,1,['1']
288,"caramba mi doc. todo parece indicar que lo que le preocupa es el presente. 

se está rasgando las vestiduras que hasta el color guinda dejo.","['caramba', 'mi', 'doc', 'todo', 'parece', 'indicar', 'que', 'lo', 'que', 'le', 'preocupa', 'es', 'el', 'presente', 'se', 'está', 'rasgando', 'las', 'vestiduras', 'que', 'hasta', 'el', 'color', 'guinda', 'dejo']"
289,la oposición se los agradece jajaja,"['la', 'oposición', 'se', 'los', 'agradece', 'jajaja']"
290,sobre todo usted honesto!!!! jajajaja seguramente,"['sobre', 'todo', 'usted', 'honesto', 'jajajaja', 'seguramente']"
291,32,['32']
292,la identidad partidista de los jaliscienses predominantemente se inclina por,"['la', 'identidad', 'partidista', 'de', 'los', 'jaliscienses', 'predominantemente', 'se', 'inclina', 'por']"
293,jajajajjaa a buen árbol,"['jajajajjaa', 'a', 'buen', 'árbol']"
294,yo considero que ya no sea carlos lomelí porque nuevamente perderá y se quiere sangre nueva que ofrezca más de lo que ofrece carlos lomelí,"['yo', 'considero', 'que', 'ya', 'no', 'sea', 'carlos', 'lomelí', 'porque', 'nuevamente', 'perderá', 'y', 'se', 'quiere', 'sangre', 'nueva', 'que', 'ofrezca', 'más', 'de', 'lo', 'que', 'ofrece', 'carlos', 'lomelí']"
295,excelente sea,"['excelente', 'sea']"
296,418,['418']
297,"y sí, eso parece! respecto a su asesor de campañas, en el proceso anterior, su equipo constaba de pura gente con prepa trunca, hijos de notarios, politólogos sin experiencia y ni hablar de la palabra planeación, sólo había una mujer que valia la pena, una politica de antaño.","['y', 'sí', 'eso', 'parece', 'respecto', 'a', 'su', 'asesor', 'de', 'campañas', 'en', 'el', 'proceso', 'anterior', 'su', 'equipo', 'constaba', 'de', 'pura', 'gente', 'con', 'prepa', 'trunca', 'hijos', 'de', 'notarios', 'politólogos', 'sin', 'experiencia', 'y', 'ni', 'hablar', 'de', 'la', 'palabra', 'planeación', 'sólo', 'había', 'una', 'mujer', 'que', 'valia', 'la', 'pena', 'una', 'politica', 'de', 'antaño']"
298,"jajajajajaja esa imagen parece portada de telenovela turca de los 80s.
siempre he creído que a lomelí lo debe de asesorar algún rival político.","['jajajajajaja', 'esa', 'imagen', 'parece', 'portada', 'de', 'telenovela', 'turca', 'de', 'los', '80s', 'siempre', 'he', 'creído', 'que', 'a', 'lomelí', 'lo', 'debe', 'de', 'asesorar', 'algún', 'rival', 'político']"
299,o sea con venta de medicamentos a sobre precio?,"['o', 'sea', 'con', 'venta', 'de', 'medicamentos', 'a', 'sobre', 'precio']"
300,aguas con los bots de mc.,"['aguas', 'con', 'los', 'bots', 'de', 'mc']"
301,exacto,['exacto']
302,igual que amlo?,"['igual', 'que', 'amlo']"
303,"quien cumple su palabra, no tiene miedo del pasado, ni del futuro.","['quien', 'cumple', 'su', 'palabra', 'no', 'tiene', 'miedo', 'del', 'pasado', 'ni', 'del', 'futuro']"
304,dr lobby 33,"['dr', 'lobby', '33']"
305,algo que claramente no tienes y no entiendes.,"['algo', 'que', 'claramente', 'no', 'tienes', 'y', 'no', 'entiendes']"
306,2,['2']
307,me encantaría ver qué pruebes todo lo que dices bigotón.,"['me', 'encantaría', 'ver', 'qué', 'pruebes', 'todo', 'lo', 'que', 'dices', 'bigotón']"
308,jajajajajajajaja,['jajajajajajajaja']
309,lo dice el dr. corruptin.,"['lo', 'dice', 'el', 'dr', 'corruptin']"
310,"se original mañanera, seria bueno aclarar si en qué se gasta el dinero el ayuntamiento de gdl y también como lomedic vendí a sobre precio y ganaba todas las licitaciones o el 80%","['se', 'original', 'mañanera', 'seria', 'bueno', 'aclarar', 'si', 'en', 'qué', 'se', 'gasta', 'el', 'dinero', 'el', 'ayuntamiento', 'de', 'gdl', 'y', 'también', 'como', 'lomedic', 'vendí', 'a', 'sobre', 'precio', 'y', 'ganaba', 'todas', 'las', 'licitaciones', 'o', 'el', '80']"
311,19,['19']
312,"perdiendo elecciones desde 2004.
otro triunfo seguro para mc","['perdiendo', 'elecciones', 'desde', '2004', 'otro', 'triunfo', 'seguro', 'para', 'mc']"
313,"de perdedor no tiene nada esta alimaña su historia dice que toda la lana que tiene la hizo por hacer negocios limpios y puros con pri, pan, prd y morena. sin embargo a esos de morena no tienen memoria","['de', 'perdedor', 'no', 'tiene', 'nada', 'esta', 'alimaña', 'su', 'historia', 'dice', 'que', 'toda', 'la', 'lana', 'que', 'tiene', 'la', 'hizo', 'por', 'hacer', 'negocios', 'limpios', 'y', 'puros', 'con', 'pri', 'pan', 'prd', 'y', 'morena', 'sin', 'embargo', 'a', 'esos', 'de', 'morena', 'no', 'tienen', 'memoria']"
314,"el zar de la medicina durante los gobiernos que tanto critica, y también de prd y morena pero ya se le olvidó que vendía caducado, clonado y así te precio. buscado por los americanos desde hace años","['el', 'zar', 'de', 'la', 'medicina', 'durante', 'los', 'gobiernos', 'que', 'tanto', 'critica', 'y', 'también', 'de', 'prd', 'y', 'morena', 'pero', 'ya', 'se', 'le', 'olvidó', 'que', 'vendía', 'caducado', 'clonado', 'y', 'así', 'te', 'precio', 'buscado', 'por', 'los', 'americanos', 'desde', 'hace', 'años']"
315,"no para nada no, lomeli es candidato perdedor, es tiempo de mujeres,  clara cárdenas!!!","['no', 'para', 'nada', 'no', 'lomeli', 'es', 'candidato', 'perdedor', 'es', 'tiempo', 'de', 'mujeres', 'clara', 'cárdenas']"
316,5,['5']
317,"yo creo que por eso la gente no fue por lo nublado, otra vez jaja","['yo', 'creo', 'que', 'por', 'eso', 'la', 'gente', 'no', 'fue', 'por', 'lo', 'nublado', 'otra', 'vez', 'jaja']"
318,"tenías 2 años inactivo, sin ir a trabajar… y se acercan las elecciones y ahora si te dió por disque “trabajar”","['tenías', '2', 'años', 'inactivo', 'sin', 'ir', 'a', 'trabajar', 'y', 'se', 'acercan', 'las', 'elecciones', 'y', 'ahora', 'si', 'te', 'dió', 'por', 'disque', 'trabajar']"
319,"si claro, la misma encuestadora que era la única que daba por ganador a marcelo","['si', 'claro', 'la', 'misma', 'encuestadora', 'que', 'era', 'la', 'única', 'que', 'daba', 'por', 'ganador', 'a', 'marcelo']"
320,que triste lomeli es un pésimo candidato con mucho dinero,"['que', 'triste', 'lomeli', 'es', 'un', 'pésimo', 'candidato', 'con', 'mucho', 'dinero']"
321,"le darás carta abierta lemus para la gobernatura, pongan jóvenes, ideas nuevas, no el mismo discurso y los personajes de siempre ...","['le', 'darás', 'carta', 'abierta', 'lemus', 'para', 'la', 'gobernatura', 'pongan', 'jóvenes', 'ideas', 'nuevas', 'no', 'el', 'mismo', 'discurso', 'y', 'los', 'personajes', 'de', 'siempre']"
322,"¿quién será el ""otro""? que aparece con el 11.9 en segundo lugar ...","['quién', 'será', 'el', 'otro', 'que', 'aparece', 'con', 'el', '11', '9', 'en', 'segundo', 'lugar']"
323,"el mayor corrupto de todo el partido,  pero bueno habrá que esperar a ver si no resulta que reclutan a un panista o priista,  en una de esas viene claudia y presenta al güero barba","['el', 'mayor', 'corrupto', 'de', 'todo', 'el', 'partido', 'pero', 'bueno', 'habrá', 'que', 'esperar', 'a', 'ver', 'si', 'no', 'resulta', 'que', 'reclutan', 'a', 'un', 'panista', 'o', 'priista', 'en', 'una', 'de', 'esas', 'viene', 'claudia', 'y', 'presenta', 'al', 'güero', 'barba']"
324,recuerda que todo es reversible en tiempos de definición.,"['recuerda', 'que', 'todo', 'es', 'reversible', 'en', 'tiempos', 'de', 'definición']"
325,"no me sorprende, tremendo pndejazo apoyando a morena","['no', 'me', 'sorprende', 'tremendo', 'pndejazo', 'apoyando', 'a', 'morena']"
326,"morena acaba de vender al estado, una pena","['morena', 'acaba', 'de', 'vender', 'al', 'estado', 'una', 'pena']"
327,chema,['chema']
328,4,['4']
330,"jaja sorpresa sorpresa, casi igual que con claudia","['jaja', 'sorpresa', 'sorpresa', 'casi', 'igual', 'que', 'con', 'claudia']"
331,que chingon que vaya el doctor de nuevo! así vuelven a perder seguro!,"['que', 'chingon', 'que', 'vaya', 'el', 'doctor', 'de', 'nuevo', 'así', 'vuelven', 'a', 'perder', 'seguro']"
332,"es algo muy tonto volver a poner a lomeli, debieron poner a otro candidato. pero en fin!","['es', 'algo', 'muy', 'tonto', 'volver', 'a', 'poner', 'a', 'lomeli', 'debieron', 'poner', 'a', 'otro', 'candidato', 'pero', 'en', 'fin']"
333,1,['1']
334,jalisco ya decidió vamos con el doctor carlos lomelí,"['jalisco', 'ya', 'decidió', 'vamos', 'con', 'el', 'doctor', 'carlos', 'lomelí']"
335,"a menos de 20 días de que termine el plazo para elegir al coordinador estatal de la defensa de la 4t en jalisco las tendencias son irreversibles.

en jalisco la militancia y los simpatizantes de morena apoyan al","['a', 'menos', 'de', '20', 'días', 'de', 'que', 'termine', 'el', 'plazo', 'para', 'elegir', 'al', 'coordinador', 'estatal', 'de', 'la', 'defensa', 'de', 'la', '4t', 'en', 'jalisco', 'las', 'tendencias', 'son', 'irreversibles', 'en', 'jalisco', 'la', 'militancia', 'y', 'los', 'simpatizantes', 'de', 'morena', 'apoyan', 'al']"
336,"no mames, tus pinches tranzas con tus ""empresas"" no están nubladas, son oscuras tirando a negro cabron cínico jajajajajajajajajajajaja","['no', 'mames', 'tus', 'pinches', 'tranzas', 'con', 'tus', 'empresas', 'no', 'están', 'nubladas', 'son', 'oscuras', 'tirando', 'a', 'negro', 'cabron', 'cínico', 'jajajajajajajajajajajaja']"
337,"tu no eres ningún líder, sino un corrupto oportunista que vive traicionar y usar a la gente. no mereces ningún apoyo, eres peor que álfaro","['tu', 'no', 'eres', 'ningún', 'líder', 'sino', 'un', 'corrupto', 'oportunista', 'que', 'vive', 'traicionar', 'y', 'usar', 'a', 'la', 'gente', 'no', 'mereces', 'ningún', 'apoyo', 'eres', 'peor', 'que', 'álfaro']"
338,1,['1']
339,lomelí también tiene la cola muuuy larga. cof cof…,"['lomelí', 'también', 'tiene', 'la', 'cola', 'muuuy', 'larga', 'cof', 'cof']"
340,mira cornudo. callate,"['mira', 'cornudo', 'callate']"
341,"entonces ya te colocas del lado harfuchiano de la historia con los garcías, ta bien para recordártelo después","['entonces', 'ya', 'te', 'colocas', 'del', 'lado', 'harfuchiano', 'de', 'la', 'historia', 'con', 'los', 'garcías', 'ta', 'bien', 'para', 'recordártelo', 'después']"
342,"jajaja lo corrieron del jale de superdelegado por qué se asignó contratos a su propia empresa, no digas mamadas. este cabrón es más rata que todo el movimiento inmobiliario juntos.","['jajaja', 'lo', 'corrieron', 'del', 'jale', 'de', 'superdelegado', 'por', 'qué', 'se', 'asignó', 'contratos', 'a', 'su', 'propia', 'empresa', 'no', 'digas', 'mamadas', 'este', 'cabrón', 'es', 'más', 'rata', 'que', 'todo', 'el', 'movimiento', 'inmobiliario', 'juntos']"
343,"su pasado es negro, no gris.","['su', 'pasado', 'es', 'negro', 'no', 'gris']"
344,"nah, si está ratota es el candidato ganan de nuevo los pelones de alfaro, fácil. este cabrón cada 3 años pierde su elección aún saliendo con el partido en el poder.","['nah', 'si', 'está', 'ratota', 'es', 'el', 'candidato', 'ganan', 'de', 'nuevo', 'los', 'pelones', 'de', 'alfaro', 'fácil', 'este', 'cabrón', 'cada', '3', 'años', 'pierde', 'su', 'elección', 'aún', 'saliendo', 'con', 'el', 'partido', 'en', 'el', 'poder']"
345,"no invada la banqueta, rente un cuchitril y ahí se pone a decir sus pendejadas. que culpa tienen los ciudadanos que van transitando por ahí ver la cara de 4 pendejos grises en su ""oposición"" al igual que el gobierno","['no', 'invada', 'la', 'banqueta', 'rente', 'un', 'cuchitril', 'y', 'ahí', 'se', 'pone', 'a', 'decir', 'sus', 'pendejadas', 'que', 'culpa', 'tienen', 'los', 'ciudadanos', 'que', 'van', 'transitando', 'por', 'ahí', 'ver', 'la', 'cara', 'de', '4', 'pendejos', 'grises', 'en', 'su', 'oposición', 'al', 'igual', 'que', 'el', 'gobierno']"
346,"nublado y gris tu pasado además de tus fechorías, ahora dinos tu eres la solución? por favor, huevon … payaso","['nublado', 'y', 'gris', 'tu', 'pasado', 'además', 'de', 'tus', 'fechorías', 'ahora', 'dinos', 'tu', 'eres', 'la', 'solución', 'por', 'favor', 'huevon', 'payaso']"
347,en puebla armenta! mier es del equipo de ebrard y por eso fuchi.,"['en', 'puebla', 'armenta', 'mier', 'es', 'del', 'equipo', 'de', 'ebrard', 'y', 'por', 'eso', 'fuchi']"
348,jajajaja viejo ridiculo,"['jajajaja', 'viejo', 'ridiculo']"
349,"qué hueva, puras copias baratas del gobierno federal.","['qué', 'hueva', 'puras', 'copias', 'baratas', 'del', 'gobierno', 'federal']"
350,"de guadalajara, de zapopan, de tlajomulco, de acatlán de juárez de todo jalisco. es un asco el movimiento narcoinmobiliario, esperemos que usted haga el cambio para bien!!","['de', 'guadalajara', 'de', 'zapopan', 'de', 'tlajomulco', 'de', 'acatlán', 'de', 'juárez', 'de', 'todo', 'jalisco', 'es', 'un', 'asco', 'el', 'movimiento', 'narcoinmobiliario', 'esperemos', 'que', 'usted', 'haga', 'el', 'cambio', 'para', 'bien']"
351,2,['2']
352,viva catering se llama. una joya quien está detrás de todo. igual en zapopan. mismo proveedor,"['viva', 'catering', 'se', 'llama', 'una', 'joya', 'quien', 'está', 'detrás', 'de', 'todo', 'igual', 'en', 'zapopan', 'mismo', 'proveedor']"
353,"en la cdmx, la ruta es clara, de ahí pueden partir en 4 y 4. puede haber un procedimiento partidario para evitar sobre-representación.","['en', 'la', 'cdmx', 'la', 'ruta', 'es', 'clara', 'de', 'ahí', 'pueden', 'partir', 'en', '4', 'y', '4', 'puede', 'haber', 'un', 'procedimiento', 'partidario', 'para', 'evitar', 'sobre', 'representación']"
