,texto,tokens
184,"junto a mis compañeros, para anunciarle su elección como la más reciente merecedora de la medalla belisario domínguez. (1/2)","['junto', 'a', 'mis', 'compañeros', 'para', 'anunciarle', 'su', 'elección', 'como', 'la', 'más', 'reciente', 'merecedora', 'de', 'la', 'medalla', 'belisario', 'domínguez', '1', '2']"
185,"es una mexicana que, por la fuerza y contundencia de sus acciones, está plenamente identificada con las virtudes que distinguieron al senador chiapaneco belisario domínguez.

(1/2)","['es', 'una', 'mexicana', 'que', 'por', 'la', 'fuerza', 'y', 'contundencia', 'de', 'sus', 'acciones', 'está', 'plenamente', 'identificada', 'con', 'las', 'virtudes', 'que', 'distinguieron', 'al', 'senador', 'chiapaneco', 'belisario', 'domínguez', '1', '2']"
186,"mujer de convicciones claras, referente en muchos aspectos para las mujeres mexicanas y para las distintas generaciones que por medio de sus obras han podido conocer el contexto político e histórico de ese otro méxico. (2/2)","['mujer', 'de', 'convicciones', 'claras', 'referente', 'en', 'muchos', 'aspectos', 'para', 'las', 'mujeres', 'mexicanas', 'y', 'para', 'las', 'distintas', 'generaciones', 'que', 'por', 'medio', 'de', 'sus', 'obras', 'han', 'podido', 'conocer', 'el', 'contexto', 'político', 'e', 'histórico', 'de', 'ese', 'otro', 'méxico', '2', '2']"
187,. (1/2),"['1', '2']"
188,"celebro su aprobación por unanimidad, pues con este galardón se reconoce la mente, trayectoria y los principios con los que doña","['celebro', 'su', 'aprobación', 'por', 'unanimidad', 'pues', 'con', 'este', 'galardón', 'se', 'reconoce', 'la', 'mente', 'trayectoria', 'y', 'los', 'principios', 'con', 'los', 'que', 'doña']"
189,hoy presentaré ante el pleno del,"['hoy', 'presentaré', 'ante', 'el', 'pleno', 'del']"
190,"que la escritora, periodista y activista elena poniatowska sea reconocida con la medalla “belisario domínguez” 2022 es una propuesta que será analizada en los próximos días por el pleno del senado.","['que', 'la', 'escritora', 'periodista', 'y', 'activista', 'elena', 'poniatowska', 'sea', 'reconocida', 'con', 'la', 'medalla', 'belisario', 'domínguez', '2022', 'es', 'una', 'propuesta', 'que', 'será', 'analizada', 'en', 'los', 'próximos', 'días', 'por', 'el', 'pleno', 'del', 'senado']"
191,", que me honro en presidir, aprobamos por unanimidad otorgar la medalla 2022 a la escritora y periodista","['que', 'me', 'honro', 'en', 'presidir', 'aprobamos', 'por', 'unanimidad', 'otorgar', 'la', 'medalla', '2022', 'a', 'la', 'escritora', 'y', 'periodista']"
192,"doña elena es referente de compromiso social, de espíritu cívico, servicio a la patria, humanismo y sobre todo de libertad, valores que la hacen merecedora a recibir esta alta distinción. (2/2)","['doña', 'elena', 'es', 'referente', 'de', 'compromiso', 'social', 'de', 'espíritu', 'cívico', 'servicio', 'a', 'la', 'patria', 'humanismo', 'y', 'sobre', 'todo', 'de', 'libertad', 'valores', 'que', 'la', 'hacen', 'merecedora', 'a', 'recibir', 'esta', 'alta', 'distinción', '2', '2']"
193,me entrevistaron para el programa ¡a la hora del pozol! con daniel solórzano sol del periódico digital observador ciudadano de chiapas. muchas gracias por brindarme este espacio para informar sobre el trabajo que realizamos con mucho cariño y orgullo en favor de méxico y chiapas.,"['me', 'entrevistaron', 'para', 'el', 'programa', 'a', 'la', 'hora', 'del', 'pozol', 'con', 'daniel', 'solórzano', 'sol', 'del', 'periódico', 'digital', 'observador', 'ciudadano', 'de', 'chiapas', 'muchas', 'gracias', 'por', 'brindarme', 'este', 'espacio', 'para', 'informar', 'sobre', 'el', 'trabajo', 'que', 'realizamos', 'con', 'mucho', 'cariño', 'y', 'orgullo', 'en', 'favor', 'de', 'méxico', 'y', 'chiapas']"
194,les comparto la entrevista que me realizaron para el programa “¡a la hora del pozol! con daniel solórzano sol del periódico digital observador ciudadano de chiapas.,"['les', 'comparto', 'la', 'entrevista', 'que', 'me', 'realizaron', 'para', 'el', 'programa', 'a', 'la', 'hora', 'del', 'pozol', 'con', 'daniel', 'solórzano', 'sol', 'del', 'periódico', 'digital', 'observador', 'ciudadano', 'de', 'chiapas']"
195,agradezco el espacio al noticiero,"['agradezco', 'el', 'espacio', 'al', 'noticiero']"
196,les comparto la entrevista que me realizaron para ultimatummx donde hablé sobre nuestro trabajo en el senado.,"['les', 'comparto', 'la', 'entrevista', 'que', 'me', 'realizaron', 'para', 'ultimatummx', 'donde', 'hablé', 'sobre', 'nuestro', 'trabajo', 'en', 'el', 'senado']"
197,"hoy conmemoramos el 104 aniversario luctuoso de emiliano zapata, luchador social y líder campesino que defendió los ideales de justicia y el derecho del pueblo a la tierra.","['hoy', 'conmemoramos', 'el', '104', 'aniversario', 'luctuoso', 'de', 'emiliano', 'zapata', 'luchador', 'social', 'y', 'líder', 'campesino', 'que', 'defendió', 'los', 'ideales', 'de', 'justicia', 'y', 'el', 'derecho', 'del', 'pueblo', 'a', 'la', 'tierra']"
198,"las mujeres de chiapas somos resiliencia, amor, lealtad y entrega. hoy tenemos las herramientas para transformarnos a nosotras y a nuestras comunidades. ¡sigamos adelante!","['las', 'mujeres', 'de', 'chiapas', 'somos', 'resiliencia', 'amor', 'lealtad', 'y', 'entrega', 'hoy', 'tenemos', 'las', 'herramientas', 'para', 'transformarnos', 'a', 'nosotras', 'y', 'a', 'nuestras', 'comunidades', 'sigamos', 'adelante']"
199,"por medio de 13 nuevas plantas de producción de energía eléctrica, la","['por', 'medio', 'de', '13', 'nuevas', 'plantas', 'de', 'producción', 'de', 'energía', 'eléctrica', 'la']"
200,"el deporte y la actividad física tienen notables beneficios para la salud, además de un impacto positivo para la consolidación de la paz en la sociedad. ¡propiciemos y fomentemos estas actividades! 

día internacional del deporte para el desarrollo y la paz","['el', 'deporte', 'y', 'la', 'actividad', 'física', 'tienen', 'notables', 'beneficios', 'para', 'la', 'salud', 'además', 'de', 'un', 'impacto', 'positivo', 'para', 'la', 'consolidación', 'de', 'la', 'paz', 'en', 'la', 'sociedad', 'propiciemos', 'y', 'fomentemos', 'estas', 'actividades', 'día', 'internacional', 'del', 'deporte', 'para', 'el', 'desarrollo', 'y', 'la', 'paz']"
201,jornada.com.mx,"['jornada', 'com', 'mx']"
203,"... como la inflación y el desabasto de insumos básicos. celebro la nueva integración regional. latinoamérica está de pie.

(3/3)","['como', 'la', 'inflación', 'y', 'el', 'desabasto', 'de', 'insumos', 'básicos', 'celebro', 'la', 'nueva', 'integración', 'regional', 'latinoamérica', 'está', 'de', 'pie', '3', '3']"
204,"las mujeres de chiapas somos resiliencia, amor, lealtad y entrega. hoy tenemos las herramientas para transformarnos a nosotras y a nuestras comunidades. ¡sigamos adelante!","['las', 'mujeres', 'de', 'chiapas', 'somos', 'resiliencia', 'amor', 'lealtad', 'y', 'entrega', 'hoy', 'tenemos', 'las', 'herramientas', 'para', 'transformarnos', 'a', 'nosotras', 'y', 'a', 'nuestras', 'comunidades', 'sigamos', 'adelante']"
208,... sin comprometer en ningún momento la soberanía nacional sobre el uso y aprovechamiento de nuestros recursos. (4/5),"['sin', 'comprometer', 'en', 'ningún', 'momento', 'la', 'soberanía', 'nacional', 'sobre', 'el', 'uso', 'y', 'aprovechamiento', 'de', 'nuestros', 'recursos', '4', '5']"
209,"que el estado controle mayoritariamente la generación de energía era uno de los objetivos de la reforma eléctrica que apoyamos en marzo de 2021 en el senado. 

(3/5)","['que', 'el', 'estado', 'controle', 'mayoritariamente', 'la', 'generación', 'de', 'energía', 'era', 'uno', 'de', 'los', 'objetivos', 'de', 'la', 'reforma', 'eléctrica', 'que', 'apoyamos', 'en', 'marzo', 'de', '2021', 'en', 'el', 'senado', '3', '5']"
210,"el sureste del país vive una etapa de desarrollo y atención como nunca antes.

con la","['el', 'sureste', 'del', 'país', 'vive', 'una', 'etapa', 'de', 'desarrollo', 'y', 'atención', 'como', 'nunca', 'antes', 'con', 'la']"
211,en chiapas y en méxico somos fuerza y orgullo transformador. ¡juntas y juntos vamos a consolidar la 4t!,"['en', 'chiapas', 'y', 'en', 'méxico', 'somos', 'fuerza', 'y', 'orgullo', 'transformador', 'juntas', 'y', 'juntos', 'vamos', 'a', 'consolidar', 'la', '4t']"
212,"¡san cristóbal de las casas es orgullo chiapaneco!

su historia, su arquitectura, su atractivo turístico, su riqueza cultural y gastronómica son únicas. celebramos los 495 años de su fundación.","['san', 'cristóbal', 'de', 'las', 'casas', 'es', 'orgullo', 'chiapaneco', 'su', 'historia', 'su', 'arquitectura', 'su', 'atractivo', 'turístico', 'su', 'riqueza', 'cultural', 'y', 'gastronómica', 'son', 'únicas', 'celebramos', 'los', '495', 'años', 'de', 'su', 'fundación']"
213,desde el senado impulsamos y apoyamos a las nuevas generaciones para asegurarles un mejor futuro. queremos que sus sueños nos ayuden a construir el méxico y el chiapas que todas y todos merecemos.,"['desde', 'el', 'senado', 'impulsamos', 'y', 'apoyamos', 'a', 'las', 'nuevas', 'generaciones', 'para', 'asegurarles', 'un', 'mejor', 'futuro', 'queremos', 'que', 'sus', 'sueños', 'nos', 'ayuden', 'a', 'construir', 'el', 'méxico', 'y', 'el', 'chiapas', 'que', 'todas', 'y', 'todos', 'merecemos']"
214,"hoy se cumplen 495 años de la fundación de san cristóbal de las casas, uno de los pueblos mágicos más hermosos de nuestro querido estado de chiapas. cuenta con un vasto patrimonio arquitectónico y de manifestación cultural que lo hace único.","['hoy', 'se', 'cumplen', '495', 'años', 'de', 'la', 'fundación', 'de', 'san', 'cristóbal', 'de', 'las', 'casas', 'uno', 'de', 'los', 'pueblos', 'mágicos', 'más', 'hermosos', 'de', 'nuestro', 'querido', 'estado', 'de', 'chiapas', 'cuenta', 'con', 'un', 'vasto', 'patrimonio', 'arquitectónico', 'y', 'de', 'manifestación', 'cultural', 'que', 'lo', 'hace', 'único']"
216,"poder convivir con la gente en las colonias y los barrios es una gran oportunidad para escuchar sus inquietudes. estén pendientes para la siguiente función.

(2/2)","['poder', 'convivir', 'con', 'la', 'gente', 'en', 'las', 'colonias', 'y', 'los', 'barrios', 'es', 'una', 'gran', 'oportunidad', 'para', 'escuchar', 'sus', 'inquietudes', 'estén', 'pendientes', 'para', 'la', 'siguiente', 'función', '2', '2']"
218,por este motivo presenté un exhorto en el,"['por', 'este', 'motivo', 'presenté', 'un', 'exhorto', 'en', 'el']"
219,"para difundir y promover actividades recreativas en nuestro estado, hoy llevamos “cine en tu colonia” a cerro hueco, donde se presentó la película 'encanto'. ¡qué gusto ver a las familias disfrutar de un momento de esparcimiento! próximamente visitaremos más colonias.","['para', 'difundir', 'y', 'promover', 'actividades', 'recreativas', 'en', 'nuestro', 'estado', 'hoy', 'llevamos', 'cine', 'en', 'tu', 'colonia', 'a', 'cerro', 'hueco', 'donde', 'se', 'presentó', 'la', 'película', 'encanto', 'qué', 'gusto', 'ver', 'a', 'las', 'familias', 'disfrutar', 'de', 'un', 'momento', 'de', 'esparcimiento', 'próximamente', 'visitaremos', 'más', 'colonias']"
220,"nos encontramos en el senado trabajando pendientes y representando orgullosamente a las mujeres de chiapas. tengo la plena confianza de que avanzamos en la transformación, gracias a que nutrimos nuestra labor con ustedes que nos muestran siempre el mejor rostro de nuestro estado.","['nos', 'encontramos', 'en', 'el', 'senado', 'trabajando', 'pendientes', 'y', 'representando', 'orgullosamente', 'a', 'las', 'mujeres', 'de', 'chiapas', 'tengo', 'la', 'plena', 'confianza', 'de', 'que', 'avanzamos', 'en', 'la', 'transformación', 'gracias', 'a', 'que', 'nutrimos', 'nuestra', 'labor', 'con', 'ustedes', 'que', 'nos', 'muestran', 'siempre', 'el', 'mejor', 'rostro', 'de', 'nuestro', 'estado']"
221,"uno de los principios de la 4t es la defensa y el respeto a los derechos humanos, tengo plena seguridad que el presidente no permitirá la impunidad y esclarecerá la tragedia de ciudad juárez, reiteramos nuestra solidaridad con las familias de los migrantes que perdieron la vida.","['uno', 'de', 'los', 'principios', 'de', 'la', '4t', 'es', 'la', 'defensa', 'y', 'el', 'respeto', 'a', 'los', 'derechos', 'humanos', 'tengo', 'plena', 'seguridad', 'que', 'el', 'presidente', 'no', 'permitirá', 'la', 'impunidad', 'y', 'esclarecerá', 'la', 'tragedia', 'de', 'ciudad', 'juárez', 'reiteramos', 'nuestra', 'solidaridad', 'con', 'las', 'familias', 'de', 'los', 'migrantes', 'que', 'perdieron', 'la', 'vida']"
223,"como senadora por chiapas, estado fronterizo que vive en carne propia el fenómeno de la migración, entiendo las necesidades que llevan a miles de familias a arriesgar su vida, confiamos en que se hará justicia para que estos hechos no vuelvan a repetirse.
(2/2)","['como', 'senadora', 'por', 'chiapas', 'estado', 'fronterizo', 'que', 'vive', 'en', 'carne', 'propia', 'el', 'fenómeno', 'de', 'la', 'migración', 'entiendo', 'las', 'necesidades', 'que', 'llevan', 'a', 'miles', 'de', 'familias', 'a', 'arriesgar', 'su', 'vida', 'confiamos', 'en', 'que', 'se', 'hará', 'justicia', 'para', 'que', 'estos', 'hechos', 'no', 'vuelvan', 'a', 'repetirse', '2', '2']"
224,823,['823']
225,"tuve la oportunidad de conversar con mujeres y hombres de cacahoatán y de todo el soconusco en el centro agro ecoturístico ""exóticos"". me dio mucho gusto saludar a grandes amigas y amigos de la región e intercambiar experiencias que sin duda, fortalecerán mi trabajo legislativo.","['tuve', 'la', 'oportunidad', 'de', 'conversar', 'con', 'mujeres', 'y', 'hombres', 'de', 'cacahoatán', 'y', 'de', 'todo', 'el', 'soconusco', 'en', 'el', 'centro', 'agro', 'ecoturístico', 'exóticos', 'me', 'dio', 'mucho', 'gusto', 'saludar', 'a', 'grandes', 'amigas', 'y', 'amigos', 'de', 'la', 'región', 'e', 'intercambiar', 'experiencias', 'que', 'sin', 'duda', 'fortalecerán', 'mi', 'trabajo', 'legislativo']"
226,"seguiremos trabajando para que acaben los excesivos aumentos de tarifas en la cuota que ejerce la empresa autopistas del sureste sa de cv en las carreteras del estado. 

las familias de chiapas merecen pagar lo justo y tener carreteras dignas.","['seguiremos', 'trabajando', 'para', 'que', 'acaben', 'los', 'excesivos', 'aumentos', 'de', 'tarifas', 'en', 'la', 'cuota', 'que', 'ejerce', 'la', 'empresa', 'autopistas', 'del', 'sureste', 'sa', 'de', 'cv', 'en', 'las', 'carreteras', 'del', 'estado', 'las', 'familias', 'de', 'chiapas', 'merecen', 'pagar', 'lo', 'justo', 'y', 'tener', 'carreteras', 'dignas']"
227,"la pasión, el amor y las tradiciones son parte importante de nuestras raíces. ¡chiapas es tierra de orgullo!","['la', 'pasión', 'el', 'amor', 'y', 'las', 'tradiciones', 'son', 'parte', 'importante', 'de', 'nuestras', 'raíces', 'chiapas', 'es', 'tierra', 'de', 'orgullo']"
228,una de mis paradas obligatorias siempre que vengo a,"['una', 'de', 'mis', 'paradas', 'obligatorias', 'siempre', 'que', 'vengo', 'a']"
230,"aproveché para saludar a doña vero, la creadora del famoso ""bolillazo"", una delicia de la gastronomía cacahoatense. gracias por la oportunidad de escucharlos y dialogar con todas y todos. (2/2)","['aproveché', 'para', 'saludar', 'a', 'doña', 'vero', 'la', 'creadora', 'del', 'famoso', 'bolillazo', 'una', 'delicia', 'de', 'la', 'gastronomía', 'cacahoatense', 'gracias', 'por', 'la', 'oportunidad', 'de', 'escucharlos', 'y', 'dialogar', 'con', 'todas', 'y', 'todos', '2', '2']"
231,"eliminar, prevenir y erradicar la violencia machista es tarea de todas y todos. 

trabajemos por una sociedad donde mujeres y niñas gocen de una vida digna, con libertad y sin miedo

 ¡","['eliminar', 'prevenir', 'y', 'erradicar', 'la', 'violencia', 'machista', 'es', 'tarea', 'de', 'todas', 'y', 'todos', 'trabajemos', 'por', 'una', 'sociedad', 'donde', 'mujeres', 'y', 'niñas', 'gocen', 'de', 'una', 'vida', 'digna', 'con', 'libertad', 'y', 'sin', 'miedo']"
232,"realizamos un merecido reconocimiento a los integrantes y perritos de la “misión rescate”, quienes prestaron su valioso servicio en apoyo a la población afectada por el pasado terremoto en turquía.","['realizamos', 'un', 'merecido', 'reconocimiento', 'a', 'los', 'integrantes', 'y', 'perritos', 'de', 'la', 'misión', 'rescate', 'quienes', 'prestaron', 'su', 'valioso', 'servicio', 'en', 'apoyo', 'a', 'la', 'población', 'afectada', 'por', 'el', 'pasado', 'terremoto', 'en', 'turquía']"
235,como mexicanos nos sentimos orgullosos de la labor que desempeñan estas tres instituciones todos los días para garantizar la seguridad y el bienestar de las familias mexicanas.,"['como', 'mexicanos', 'nos', 'sentimos', 'orgullosos', 'de', 'la', 'labor', 'que', 'desempeñan', 'estas', 'tres', 'instituciones', 'todos', 'los', 'días', 'para', 'garantizar', 'la', 'seguridad', 'y', 'el', 'bienestar', 'de', 'las', 'familias', 'mexicanas']"
236,presenté un exhorto para que la @sct_mx revise y reconsidere los aumentos de tarifas en la cuota de la autopista tuxtla-san cristóbal.,"['presenté', 'un', 'exhorto', 'para', 'que', 'la', 'sct_mx', 'revise', 'y', 'reconsidere', 'los', 'aumentos', 'de', 'tarifas', 'en', 'la', 'cuota', 'de', 'la', 'autopista', 'tuxtla', 'san', 'cristóbal']"
239,"por ello, solicito a las autoridades competentes para que intervengan y no permitan este incremento en las autopistas y carreteras de cuota en chiapas.","['por', 'ello', 'solicito', 'a', 'las', 'autoridades', 'competentes', 'para', 'que', 'intervengan', 'y', 'no', 'permitan', 'este', 'incremento', 'en', 'las', 'autopistas', 'y', 'carreteras', 'de', 'cuota', 'en', 'chiapas']"
240,"como bien saben, la autopista tuxtla-san cristóbal ha pasado de costar 51 pesos en 2019, a 89 pesos en febrero de este año.

es decir un incremento injustificado de más del 74%, sin que esto haya reflejado un mejor servicio para los usuarios.","['como', 'bien', 'saben', 'la', 'autopista', 'tuxtla', 'san', 'cristóbal', 'ha', 'pasado', 'de', 'costar', '51', 'pesos', 'en', '2019', 'a', '89', 'pesos', 'en', 'febrero', 'de', 'este', 'año', 'es', 'decir', 'un', 'incremento', 'injustificado', 'de', 'más', 'del', '74', 'sin', 'que', 'esto', 'haya', 'reflejado', 'un', 'mejor', 'servicio', 'para', 'los', 'usuarios']"
241,"la entrega de reconocimientos a instituciones y personal de rescate que formaron parte de la misión turquía, en el","['la', 'entrega', 'de', 'reconocimientos', 'a', 'instituciones', 'y', 'personal', 'de', 'rescate', 'que', 'formaron', 'parte', 'de', 'la', 'misión', 'turquía', 'en', 'el']"
242,en el,"['en', 'el']"
243,mi reconocimiento a mi compañero senador,"['mi', 'reconocimiento', 'a', 'mi', 'compañero', 'senador']"
244,"las cascadas de agua azul, maravilla natural de chiapas, nos recuerdan la importancia de cuidar los recursos hídricos de méxico y el estado, claves en la preservación del medio ambiente y para la vida.","['las', 'cascadas', 'de', 'agua', 'azul', 'maravilla', 'natural', 'de', 'chiapas', 'nos', 'recuerdan', 'la', 'importancia', 'de', 'cuidar', 'los', 'recursos', 'hídricos', 'de', 'méxico', 'y', 'el', 'estado', 'claves', 'en', 'la', 'preservación', 'del', 'medio', 'ambiente', 'y', 'para', 'la', 'vida']"
245,"la concordia, la fraternidad y el buen temple de nuestro presidente","['la', 'concordia', 'la', 'fraternidad', 'y', 'el', 'buen', 'temple', 'de', 'nuestro', 'presidente']"
246,me gusta venir a tuxtla chico porque siempre me reciben con los brazos abiertos. gracias a mis amigas y amigos por el intercambio de ideas que tuvimos porque contribuyen a mejorar el trabajo legislativo que realizamos en el,"['me', 'gusta', 'venir', 'a', 'tuxtla', 'chico', 'porque', 'siempre', 'me', 'reciben', 'con', 'los', 'brazos', 'abiertos', 'gracias', 'a', 'mis', 'amigas', 'y', 'amigos', 'por', 'el', 'intercambio', 'de', 'ideas', 'que', 'tuvimos', 'porque', 'contribuyen', 'a', 'mejorar', 'el', 'trabajo', 'legislativo', 'que', 'realizamos', 'en', 'el']"
247,"este 21 de marzo también celebramos la llegada de la primavera, estación que forma un espectáculo florido y lleno de colores que embellece aún más a nuestro hermoso chiapas. ¡es momento ideal para conocer los lugares más encantadores de nuestro estado!","['este', '21', 'de', 'marzo', 'también', 'celebramos', 'la', 'llegada', 'de', 'la', 'primavera', 'estación', 'que', 'forma', 'un', 'espectáculo', 'florido', 'y', 'lleno', 'de', 'colores', 'que', 'embellece', 'aún', 'más', 'a', 'nuestro', 'hermoso', 'chiapas', 'es', 'momento', 'ideal', 'para', 'conocer', 'los', 'lugares', 'más', 'encantadores', 'de', 'nuestro', 'estado']"
248,"nuestro presidente tiene un compromiso para mejorar el bienestar en nuestro estado, con su guía nuestro trabajo se fortalece. agradecemos su visita para informar sobre los avances de los proyectos estratégicos para el sur de méxico y su respaldo al pueblo de chiapas.","['nuestro', 'presidente', 'tiene', 'un', 'compromiso', 'para', 'mejorar', 'el', 'bienestar', 'en', 'nuestro', 'estado', 'con', 'su', 'guía', 'nuestro', 'trabajo', 'se', 'fortalece', 'agradecemos', 'su', 'visita', 'para', 'informar', 'sobre', 'los', 'avances', 'de', 'los', 'proyectos', 'estratégicos', 'para', 'el', 'sur', 'de', 'méxico', 'y', 'su', 'respaldo', 'al', 'pueblo', 'de', 'chiapas']"
249,"¡el pueblo está feliz, feliz, feliz! hoy celebramos el","['el', 'pueblo', 'está', 'feliz', 'feliz', 'feliz', 'hoy', 'celebramos', 'el']"
252,¡qué orgullosa me siento de las mujeres de chiapas y su capacidad de liderazgo! enhorabuena. (3/3),"['qué', 'orgullosa', 'me', 'siento', 'de', 'las', 'mujeres', 'de', 'chiapas', 'y', 'su', 'capacidad', 'de', 'liderazgo', 'enhorabuena', '3', '3']"
253,"checo pérez es un orgullo para nuestro país y un ejemplo para las nuevas generaciones, su triunfo hoy en el gran premio de arabia saudita es un premio a su constancia y talento. gracias por seguir poniendo el nombre de méxico en alto.","['checo', 'pérez', 'es', 'un', 'orgullo', 'para', 'nuestro', 'país', 'y', 'un', 'ejemplo', 'para', 'las', 'nuevas', 'generaciones', 'su', 'triunfo', 'hoy', 'en', 'el', 'gran', 'premio', 'de', 'arabia', 'saudita', 'es', 'un', 'premio', 'a', 'su', 'constancia', 'y', 'talento', 'gracias', 'por', 'seguir', 'poniendo', 'el', 'nombre', 'de', 'méxico', 'en', 'alto']"
254,"nuestro presidente no está solo, miles de mexicanas y mexicanos salimos a las calles a demostrar que respaldamos su política nacionalista. ¡por fin tenemos un gobierno que vela por los intereses del pueblo con amor y convicción!","['nuestro', 'presidente', 'no', 'está', 'solo', 'miles', 'de', 'mexicanas', 'y', 'mexicanos', 'salimos', 'a', 'las', 'calles', 'a', 'demostrar', 'que', 'respaldamos', 'su', 'política', 'nacionalista', 'por', 'fin', 'tenemos', 'un', 'gobierno', 'que', 'vela', 'por', 'los', 'intereses', 'del', 'pueblo', 'con', 'amor', 'y', 'convicción']"
255,"¡un pueblo unido y consciente es imbatible!

hoy no solo celebramos la soberanía energética del país, sino también la valentía de millones de mexicanas y mexicanos que son parte de esta lucha junto a nuestro presidente","['un', 'pueblo', 'unido', 'y', 'consciente', 'es', 'imbatible', 'hoy', 'no', 'solo', 'celebramos', 'la', 'soberanía', 'energética', 'del', 'país', 'sino', 'también', 'la', 'valentía', 'de', 'millones', 'de', 'mexicanas', 'y', 'mexicanos', 'que', 'son', 'parte', 'de', 'esta', 'lucha', 'junto', 'a', 'nuestro', 'presidente']"
256,nuestro presidente,"['nuestro', 'presidente']"
257,"“el general lázaro cárdenas no dudó en apoyarse en los de abajo para hacer realidad su transformación"".","['el', 'general', 'lázaro', 'cárdenas', 'no', 'dudó', 'en', 'apoyarse', 'en', 'los', 'de', 'abajo', 'para', 'hacer', 'realidad', 'su', 'transformación']"
259,"este 18 de marzo celebremos los 4 triunfos del pueblo por la soberanía nacional.

todas y todos marchemos del ángel de la independencia al zócalo capitalino junto a nuestro presidente","['este', '18', 'de', 'marzo', 'celebremos', 'los', '4', 'triunfos', 'del', 'pueblo', 'por', 'la', 'soberanía', 'nacional', 'todas', 'y', 'todos', 'marchemos', 'del', 'ángel', 'de', 'la', 'independencia', 'al', 'zócalo', 'capitalino', 'junto', 'a', 'nuestro', 'presidente']"
260,muchas gracias querido gobernador,"['muchas', 'gracias', 'querido', 'gobernador']"
261,"agradezco el cariño, la confianza, y sobre todo, el amor con el que trabajamos siempre de la mano. ¡amor con amor se paga!","['agradezco', 'el', 'cariño', 'la', 'confianza', 'y', 'sobre', 'todo', 'el', 'amor', 'con', 'el', 'que', 'trabajamos', 'siempre', 'de', 'la', 'mano', 'amor', 'con', 'amor', 'se', 'paga']"
262,¡salgamos a celebrar el triunfo de nuestra soberanía energética junto a presidente,"['salgamos', 'a', 'celebrar', 'el', 'triunfo', 'de', 'nuestra', 'soberanía', 'energética', 'junto', 'a', 'presidente']"
263,"qué rico terminar mi día con un delicioso esquite en uno de los lugares más bonitos del mundo, san cristobal de las casas, chiapas.","['qué', 'rico', 'terminar', 'mi', 'día', 'con', 'un', 'delicioso', 'esquite', 'en', 'uno', 'de', 'los', 'lugares', 'más', 'bonitos', 'del', 'mundo', 'san', 'cristobal', 'de', 'las', 'casas', 'chiapas']"
264,como todos los fines de semana aproveché para venir a chiapas y me reuní con amigas y amigos de muchos sectores. creo que nuestro trabajo es escuchar a la gente para que juntos construyamos propuestas que abonen a la transformación de nuestro estado.,"['como', 'todos', 'los', 'fines', 'de', 'semana', 'aproveché', 'para', 'venir', 'a', 'chiapas', 'y', 'me', 'reuní', 'con', 'amigas', 'y', 'amigos', 'de', 'muchos', 'sectores', 'creo', 'que', 'nuestro', 'trabajo', 'es', 'escuchar', 'a', 'la', 'gente', 'para', 'que', 'juntos', 'construyamos', 'propuestas', 'que', 'abonen', 'a', 'la', 'transformación', 'de', 'nuestro', 'estado']"
265,por la invitación al torneo de box “power rosa”. felicidades a rubí “toluquita” molina y mayra lópez por ser las ganadoras y a alexandra del ángel y violeta “la cobrita” balboa por ser tan aguerridas contrincantes. (1/2),"['por', 'la', 'invitación', 'al', 'torneo', 'de', 'box', 'power', 'rosa', 'felicidades', 'a', 'rubí', 'toluquita', 'molina', 'y', 'mayra', 'lópez', 'por', 'ser', 'las', 'ganadoras', 'y', 'a', 'alexandra', 'del', 'ángel', 'y', 'violeta', 'la', 'cobrita', 'balboa', 'por', 'ser', 'tan', 'aguerridas', 'contrincantes', '1', '2']"
266,"el deporte es la mejor manera de alejar a las y los jóvenes de vicios, por eso tenemos que seguir impulsando la práctica deportiva como una forma de vida. (2/2)","['el', 'deporte', 'es', 'la', 'mejor', 'manera', 'de', 'alejar', 'a', 'las', 'y', 'los', 'jóvenes', 'de', 'vicios', 'por', 'eso', 'tenemos', 'que', 'seguir', 'impulsando', 'la', 'práctica', 'deportiva', 'como', 'una', 'forma', 'de', 'vida', '2', '2']"
267,"lamento profundamente el accidente ocurrido en la carretera federal palenque-catazajá en chiapas. 

envío mi sincero pésame a los familiares y seres queridos de quienes lamentablemente perdieron la vida. 

mis oraciones están con ellos.","['lamento', 'profundamente', 'el', 'accidente', 'ocurrido', 'en', 'la', 'carretera', 'federal', 'palenque', 'catazajá', 'en', 'chiapas', 'envío', 'mi', 'sincero', 'pésame', 'a', 'los', 'familiares', 'y', 'seres', 'queridos', 'de', 'quienes', 'lamentablemente', 'perdieron', 'la', 'vida', 'mis', 'oraciones', 'están', 'con', 'ellos']"
268,"después de un largo día de trabajo, vine a uno de mis cócteles favoritos en tuxtla, ""coctelería arboledas"". ¡los conozco desde hace más de 10 años! ¿los has probado?","['después', 'de', 'un', 'largo', 'día', 'de', 'trabajo', 'vine', 'a', 'uno', 'de', 'mis', 'cócteles', 'favoritos', 'en', 'tuxtla', 'coctelería', 'arboledas', 'los', 'conozco', 'desde', 'hace', 'más', 'de', '10', 'años', 'los', 'has', 'probado']"
269,hoy las mujeres tenemos mayores espacios de participación y de toma de decisiones. ¡estamos transformando a méxico!,"['hoy', 'las', 'mujeres', 'tenemos', 'mayores', 'espacios', 'de', 'participación', 'y', 'de', 'toma', 'de', 'decisiones', 'estamos', 'transformando', 'a', 'méxico']"
